artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Coldplay,Logged In,Jacob,M,2,Klein,311.27465,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,The Scientist,200,1541433920796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Scissor Sisters,Logged In,Kate,F,15,Harrell,271.85587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Take Your Mama,200,1541434084796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Rob Zombie,Logged In,Layla,F,19,Griffin,222.9024,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Dragula,200,1541434132796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Rilo Kiley,Logged In,Jacob,M,3,Klein,279.06567,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,A Better Son/Daughter,200,1541434231796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Klaus Doldinger's Passport,Logged In,Layla,F,20,Griffin,460.43383,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Fairy Tale,200,1541434354796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Christian Anders,Logged In,Kate,F,16,Harrell,334.05342,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Nie Mehr Allein,200,1541434355796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Ashanti,Logged In,Jacob,M,4,Klein,282.46159,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,VooDoo,200,1541434510796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Placebo,Logged In,Lily,F,0,Burns,324.0224,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,280,Passive Aggressive,200,1541434643796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Kate,F,17,Harrell,277.15873,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,1541434689796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
dEUS,Logged In,Jacob,M,5,Klein,299.83302,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Secret Hell,200,1541434792796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Two Door Cinema Club,Logged In,Layla,F,21,Griffin,175.43791,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,I Can Talk,200,1541434814796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
J. Karjalainen & Mustat Lasit,Logged In,Kate,F,18,Harrell,336.74404,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Sinisten tÃÂ¤htien alla,200,1541434966796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
OneRepublic,Logged In,Layla,F,22,Griffin,224.67873,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Secrets,200,1541434989796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
The Grascals,Logged In,Jacob,M,6,Klein,224.13016,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Where Corn Don't Grow,200,1541435091796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Enya,Logged In,Layla,F,23,Griffin,212.29669,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Boadicea,200,1541435213796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Coldplay,Logged In,Kate,F,19,Harrell,311.27465,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,The Scientist,200,1541435302796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Vienna Teng,Logged In,Jacob,M,7,Klein,204.25098,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,The Last Snowfall,200,1541435315796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Beck,Logged In,Layla,F,24,Griffin,211.1473,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Girl,200,1541435425796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Chuck Berry,Logged In,Jacob,M,8,Klein,147.06893,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Roll Over Beethoven,200,1541435519796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Arkona,Logged In,Kate,F,20,Harrell,326.94812,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Vosstanie Roda,200,1541435613796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Vampire Weekend,Logged In,Layla,F,25,Griffin,243.04281,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,The Kids Dont Stand A Chance (Album),200,1541435636796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Creed,Logged In,Jacob,M,9,Klein,295.3922,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,My Sacrifice,200,1541435666796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Bryan Adams,Logged In,Layla,F,26,Griffin,231.99302,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Fearless,200,1541435879796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Deerhunter,Logged In,Kate,F,21,Harrell,325.17179,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Neither Of Us_ Uncertainly,200,1541435939796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Angels and Airwaves,Logged In,Jacob,M,10,Klein,259.44771,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Sirens,200,1541435961796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Incubus,Logged In,Layla,F,27,Griffin,168.6722,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,I Miss You,200,1541436110796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Tab Benoit,Logged In,Jacob,M,11,Klein,221.09995,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Jambalaya,200,1541436220796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Franz Ferdinand,Logged In,Kate,F,22,Harrell,206.28853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Call Me,200,1541436264796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Derek & The Dominos,Logged In,Layla,F,28,Griffin,382.37995,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Keep On Growing,200,1541436278796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
BjÃÂ¶rk,Logged In,Jacob,M,12,Klein,348.57751,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Undo,200,1541436441796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Little Tony,Logged In,Kate,F,23,Harrell,183.84934,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Cuore Matto,200,1541436470796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
The Police,Logged In,Kate,F,24,Harrell,289.85424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,So Lonely,200,1541436653796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Mariza,Logged In,Layla,F,29,Griffin,208.77016,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Loucura,200,1541436660796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Say Anything,Logged In,Jacob,M,13,Klein,208.77016,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Walk Through Hell (featuring Max Bemis Acoustic Exclusive),200,1541436789796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Yung Berg,Logged In,Layla,F,30,Griffin,230.63465,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Do That There (featuring Dude 'N Nem),200,1541436868796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
,Logged In,Cecilia,F,0,Owens,,free,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1541032432796.0,236,,200,1541436902796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,6
Supertramp,Logged In,Kate,F,25,Harrell,273.18812,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Bloody Well Right,200,1541436942796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Framing Hanley,Logged In,Jacob,M,14,Klein,230.08608,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Alone In This Bed (Capeside),200,1541436997796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
BjÃÂ¶rk,Logged In,Layla,F,31,Griffin,348.57751,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Undo,200,1541437098796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Wilson Simonal,Logged In,Kate,F,26,Harrell,146.75546,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Tudo De VocÃÂª,200,1541437215796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Pillar,Logged In,Jacob,M,15,Klein,190.9024,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Frontline,200,1541437227796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Streetlight Manifesto,Logged In,Kate,F,27,Harrell,313.18159,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,A Moment Of Silence (Album Version),200,1541437361796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Kanye West / T-Pain,Logged In,Jacob,M,16,Klein,207.04608,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Good Life,200,1541437417796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
George Michael,Logged In,Layla,F,32,Griffin,276.50567,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,I Want Your Sex,200,1541437446796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
Garbage,Logged In,Jacob,M,17,Klein,258.7424,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Stupid Girl,200,1541437624796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Tom Petty And The Heartbreakers,Logged In,Kate,F,28,Harrell,180.94975,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,You're Gonna Get It (Album Version),200,1541437674796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Max Richter,Logged In,Layla,F,33,Griffin,193.38404,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541057188796.0,23,Organum,200,1541437722796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
,Logged In,Layla,F,34,Griffin,,paid,"Lake Havasu City-Kingman, AZ",GET,Error,1541057188796.0,23,,404,1541437724796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",24
The Winans,Logged In,Kate,F,29,Harrell,385.56689,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796.0,147,Prone To Wander (Album Version),200,1541437854796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Calle 13,Logged In,Jacob,M,18,Klein,211.06893,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,255,Pi-di-di-di,200,1541437882796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
